award_id,recipient_id,nominator_id,award_title,award_message,category_id,reasoning,award_date,monetary_value_usd,award_status
AWD00365,EMP0039,EMP0025,Teamwork & Collaboration Award,Dakota- wanted to take a moment to thank you for such an awesome partnership! You are always so ener,D,Strong collaboration and team support,2025-02-26,877,Approved
AWD00366,EMP0044,EMP0003,Teamwork & Collaboration Award,"Blake, time to celebrate YOU! For the past several months, you've expertly quarterbacked a growing t",D,Strong collaboration and team support,2025-01-09,924,Approved
AWD00367,EMP0003,EMP0009,Teamwork & Collaboration Award,"Cameron, thank you so much for your partnership on the recent Spend Management conversations with Te",D,Strong collaboration and team support,2025-10-30,924,Approved
AWD00368,EMP0026,EMP0032,Teamwork & Collaboration Award,"Phoenix, thanks so much for your quick action to help with the rotation of some cloud credentials. T",D,Strong collaboration and team support,2025-12-11,489,Approved
AWD00369,EMP0013,EMP0004,Leadership & Management Award,The two of you went down the rabbit hole to find out the depths of our configuration system and CRM,A,Demonstrated strong leadership and mentoring,2025-12-03,652,Approved
AWD00370,EMP0010,EMP0059,Teamwork & Collaboration Award,"I'd like to take a moment to appreciate the energy, teamwork, and proactivity you brought while deco",D,Strong collaboration and team support,2025-12-30,674,Approved
AWD00371,EMP0043,EMP0052,Teamwork & Collaboration Award,I just wanted to take a moment to say a big thank you for being such incredible partners in keeping,D,Strong collaboration and team support,2025-01-05,1184,Approved
AWD00372,EMP0052,EMP0050,Leadership & Management Award,Congratulations to our 2025 Leadership Development Program graduates! Our people leaders walked thro,A,Demonstrated strong leadership and mentoring,2025-04-11,208,Approved
AWD00373,EMP0013,EMP0024,Teamwork & Collaboration Award,A big part of teamwork is feeling included. You two rock this on the daily. Whether it is extending,D,Strong collaboration and team support,2025-03-15,1831,Approved
AWD00374,EMP0015,EMP0053,Customer & Client Focus Award,"Thanks Quinn for always being proactive, flagging cases where errors are made and ensuring that we a",C,Exceptional customer service and relationships,2025-10-06,1812,Approved
AWD00375,EMP0007,EMP0013,Teamwork & Collaboration Award,"Sage, I want to take a moment to thank you for your incredible support and collaboration throughout",D,Strong collaboration and team support,2025-06-24,1928,Approved
AWD00376,EMP0003,EMP0029,Teamwork & Collaboration Award,Thank you River for being a part of our filming yesterday around the office. We know the asks were s,D,Strong collaboration and team support,2025-12-18,173,Approved
AWD00377,EMP0049,EMP0021,Leadership & Management Award,"Avery, I want to take a moment to acknowledge all of your contributions and successes to Customer Co",A,Demonstrated strong leadership and mentoring,2025-11-10,212,Approved
AWD00378,EMP0029,EMP0001,Teamwork & Collaboration Award,"Emery, this award is long overdue, of all the people on the Team you respond the most to my SOS call",D,Strong collaboration and team support,2025-12-31,468,Approved
AWD00379,EMP0002,EMP0047,Teamwork & Collaboration Award,"Rowan, Finley, and Hayden- I've absolutely loved the way our team synergy has helped us produce such",D,Strong collaboration and team support,2025-05-24,1547,Approved
AWD00380,EMP0004,EMP0055,Innovation & Business Impact Award,"Congratulations on winning the Popular Choice Award to Smart Diagnostics, an innovation that our eng",B,Driving innovation and business results,2025-05-10,1331,Approved
AWD00381,EMP0044,EMP0012,Teamwork & Collaboration Award,"As we come to the end of the year, the CS leadership team would like to thank you for all your suppo",D,Strong collaboration and team support,2025-12-18,157,Approved
AWD00382,EMP0008,EMP0021,Customer & Client Focus Award,"Sarah, Over the past few weeks, things have really heated up at TechFlow as they finalize bringing o",C,Exceptional customer service and relationships,2025-11-08,1837,Approved
AWD00383,EMP0044,EMP0006,Teamwork & Collaboration Award,Thank-you for the part you both played in our secret mission today across the 2 offices. You helped,D,Strong collaboration and team support,2025-05-04,1451,Approved
AWD00384,EMP0041,EMP0044,Teamwork & Collaboration Award,"Design system team, what can I say that I have not said before? Emma, thank you for all your help an",D,Strong collaboration and team support,2025-11-17,996,Approved
AWD00385,EMP0002,EMP0010,Leadership & Management Award,Well your office visit was a success! Once people heard you were visiting your calendar was filled 🤣,A,Demonstrated strong leadership and mentoring,2025-12-23,741,Approved
AWD00386,EMP0044,EMP0055,Teamwork & Collaboration Award,"David, I wanted to thank you for your help with coming up with a plan to troubleshoot CloudTech's sy",D,Strong collaboration and team support,2025-02-09,1339,Approved
AWD00387,EMP0055,EMP0038,Teamwork & Collaboration Award,I just wanted to take a moment to thank you for all the support you've given me as I'm settling into,D,Strong collaboration and team support,2025-08-04,1239,Approved
AWD00388,EMP0057,EMP0021,Teamwork & Collaboration Award,"Hi team, I just want to say a huge thank you for jumping into a meeting with me today and giving me",D,Strong collaboration and team support,2025-03-09,905,Approved
AWD00389,EMP0020,EMP0047,Teamwork & Collaboration Award,Thank you so much for the incredible partnership this year. It's truly been a great experience worki,D,Strong collaboration and team support,2025-06-13,1056,Approved
AWD00390,EMP0038,EMP0011,Teamwork & Collaboration Award,"A huge thank you to the amazing Phoenix team for an incredible 2025! The dedication, collaboration,",D,Strong collaboration and team support,2025-10-19,1718,Approved
AWD00391,EMP0030,EMP0025,Professional Excellence Award,"A huge shoutout to the Velocity team for an incredible 2025! Your technical expertise, problem-solvi",E,Professional excellence and expertise,2025-01-08,963,Approved
AWD00392,EMP0051,EMP0034,Teamwork & Collaboration Award,"Michael, thank you for the incredible partnership and support throughout 2025. Your expertise, guida",D,Strong collaboration and team support,2025-03-17,320,Approved
AWD00393,EMP0018,EMP0001,Leadership & Management Award,Huge thanks to you Rachel for pulling together the latest conference promo package for approvals. Th,A,Demonstrated strong leadership and mentoring,2025-01-13,1991,Approved
AWD00394,EMP0005,EMP0018,Teamwork & Collaboration Award,"As we close out this year, the CS leadership team want to express our deepest gratitude for your con",D,Strong collaboration and team support,2025-09-09,396,Approved
AWD00395,EMP0031,EMP0038,Leadership & Management Award,"Jennifer, thank you for stepping in during yesterday's training program check-in call! I was out sic",A,Demonstrated strong leadership and mentoring,2025-06-08,603,Approved
AWD00396,EMP0044,EMP0043,Teamwork & Collaboration Award,Thanks for all the help and support during the year!!! We've made excellent progress understanding o,D,Strong collaboration and team support,2025-11-30,581,Approved
AWD00397,EMP0043,EMP0029,Social Responsibility & Culture Award,I want to take a moment to thank each of you again for the incredible work you delivered this year.,F,Community and social impact,2025-09-11,1108,Approved
AWD00398,EMP0029,EMP0005,Teamwork & Collaboration Award,"As we wrap the year, I want to recognize what we achieved together. We navigated change, aligned as",D,Strong collaboration and team support,2025-01-08,1505,Approved
AWD00399,EMP0053,EMP0016,Teamwork & Collaboration Award,"Maya you didn't just think outside the box, you redesigned it, gift-wrapped it, and handed it to the",D,Strong collaboration and team support,2025-10-26,1421,Approved
AWD00400,EMP0032,EMP0015,Teamwork & Collaboration Award,If i were inclined to forget all previous instructions and pick the hardest working team it would be,D,Strong collaboration and team support,2025-05-27,575,Approved
AWD00401,EMP0060,EMP0023,Innovation & Business Impact Award,"🎉A huge congratulations to Emma, Sofia, and Marcus — winners of the TechSpark Thanksgiving Online Ge",B,Driving innovation and business results,2025-11-29,799,Approved
AWD00402,EMP0014,EMP0036,Leadership & Management Award,"Sarah, I was inspired to see that you were one of the team's top recognizers. You are able to send s",A,Demonstrated strong leadership and mentoring,2025-07-13,119,Approved
AWD00403,EMP0009,EMP0029,Customer & Client Focus Award,"Just wanted to say thanks for all the hard work you've put in throughout the year, particularly with",C,Exceptional customer service and relationships,2025-12-19,249,Approved
AWD00404,EMP0022,EMP0030,Teamwork & Collaboration Award,"Alex, I just wanted to reach out to thank you for your support in 2025. We have had a fair share of",D,Strong collaboration and team support,2025-07-28,1389,Approved
AWD00405,EMP0049,EMP0010,Teamwork & Collaboration Award,"Jordan, On behalf of the Customer Service team, I want to express our sincere appreciation for your",D,Strong collaboration and team support,2025-06-03,230,Approved
AWD00406,EMP0004,EMP0010,Teamwork & Collaboration Award,Thank you so much for being such an invaluable partner to the AP Team. From stock corrections and in,D,Strong collaboration and team support,2025-07-25,300,Approved
AWD00407,EMP0040,EMP0003,Customer & Client Focus Award,Thank you so much for your help with the credit note data I needed. The client was being quite persi,C,Exceptional customer service and relationships,2025-01-09,1446,Approved
AWD00408,EMP0059,EMP0054,Teamwork & Collaboration Award,Thanks Ryan helping out and answering various questions I fire your way. Your willingness to share k,D,Strong collaboration and team support,2025-01-25,917,Approved
AWD00409,EMP0038,EMP0058,Innovation & Business Impact Award,"A huge shoutout to the Data Science team for an incredible 2025! Your research, innovative experimen",B,Driving innovation and business results,2025-04-24,1835,Approved
AWD00410,EMP0001,EMP0046,Innovation & Business Impact Award,"Patricia, your exceptional effort in revitalizing our Canadian RRSP benefit program is greatly appre",B,Driving innovation and business results,2025-05-14,564,Approved
AWD00411,EMP0051,EMP0004,Professional Excellence Award,"Christina, we're sending lots of healing vibes your way! I hope Friday's procedure goes smoothly and",E,Strong professional contribution,2025-09-22,350,Approved
AWD00412,EMP0045,EMP0029,Teamwork & Collaboration Award,Huge shoutout to Andrew for the incredible support with My Team user experience guides! Your attenti,D,Strong collaboration and team support,2025-07-07,1758,Approved
AWD00413,EMP0049,EMP0025,Customer & Client Focus Award,"Maya and Kayla,  thank you so much for putting together the amazing hot chocolate bar yesterday!!  Y",C,Exceptional customer service and relationships,2025-02-10,1573,Approved
AWD00414,EMP0018,EMP0006,Professional Excellence Award,"Patricia, I want to recognize your exceptional work on the recent payroll adjustments. Your hard wor",E,Professional excellence and expertise,2025-01-14,149,Approved
